run_id,timestamp,entry_type,identifier,value
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:29,chunk_count_track,&#039;Massive intel failure by Mossad&#039;_ Hamas&#039; surprise attack on Israel shocks internet,2
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:29,document_indexing_track,&#039;Massive intel failure by Mossad&#039;_ Hamas&#039; surprise attack on Israel shocks internet,1680.895
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:30,chunk_count_track,"'Angels, demons, spirits and souls do exist,' says exorcist priest who warns against Ouija board use",2
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:30,document_indexing_track,"'Angels, demons, spirits and souls do exist,' says exorcist priest who warns against Ouija board use",750.241
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:31,chunk_count_track,"'In God We Trust' essential to America's future as national faith appears to wane, says Washington pastor",1
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:31,document_indexing_track,"'In God We Trust' essential to America's future as national faith appears to wane, says Washington pastor",545.873
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:32,chunk_count_track,'They seemed primed to take over'_ How the Great Dying doomed the 'beast tooth' and set the stage for the dawn of the dinosaurs,2
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:32,document_indexing_track,'They seemed primed to take over'_ How the Great Dying doomed the 'beast tooth' and set the stage for the dawn of the dinosaurs,924.777
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:32,chunk_count_track,'Too big to fail' Egypt faces economic crisis but has an anti-Gaza refugee policy. Israel and the U.S. hope that will change,2
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:32,document_indexing_track,'Too big to fail' Egypt faces economic crisis but has an anti-Gaza refugee policy. Israel and the U.S. hope that will change,705.386
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:33,chunk_count_track,"'We know far more about the deep ocean than the moon or Mars,' says explorer Jon Copley",2
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:33,document_indexing_track,"'We know far more about the deep ocean than the moon or Mars,' says explorer Jon Copley",701.470
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:33,chunk_count_track,10 Minute School aims to democratize education for Bangladeshi students,1
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:33,document_indexing_track,10 Minute School aims to democratize education for Bangladeshi students,499.838
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:34,chunk_count_track,10 scorching-hot discoveries made about the sun in 2023,2
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:34,document_indexing_track,10 scorching-hot discoveries made about the sun in 2023,684.687
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:35,chunk_count_track,"14 Best Deals_ TVs, Keyboards, Mice, Chargers, and Earbuds",1
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:35,document_indexing_track,"14 Best Deals_ TVs, Keyboards, Mice, Chargers, and Earbuds",483.996
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:35,chunk_count_track,200+ of the best deals from Amazon's Cyber Monday sale,2
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:35,document_indexing_track,200+ of the best deals from Amazon's Cyber Monday sale,576.066
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:36,chunk_count_track,"2023 Kentucky online sports betting sites_ Best legal sportsbooks, promos, bonuses, mobile apps, how to bet",3
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:36,document_indexing_track,"2023 Kentucky online sports betting sites_ Best legal sportsbooks, promos, bonuses, mobile apps, how to bet",1328.147
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:37,chunk_count_track,"2023 NFL Week 11 injury roundup_ Rams WR Cooper Kupp, Seahawks RB Kenneth Walker III among stars to exit",1
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:37,document_indexing_track,"2023 NFL Week 11 injury roundup_ Rams WR Cooper Kupp, Seahawks RB Kenneth Walker III among stars to exit",429.352
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:38,chunk_count_track,2023 in social media_ the case for the fediverse,2
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:38,document_indexing_track,2023 in social media_ the case for the fediverse,837.834
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:39,chunk_count_track,"2024 NFL Mock Draft_ Bengals' Joe Burrow gets another playmaker; four QBs go in Round 1, but Pats opt for WR",3
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:39,document_indexing_track,"2024 NFL Mock Draft_ Bengals' Joe Burrow gets another playmaker; four QBs go in Round 1, but Pats opt for WR",1123.349
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:40,chunk_count_track,"26-year-old with $145,000 in student debt can't afford Christmas. She's giving 'affordable gifts or combining gifts with my older sister'",2
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:40,document_indexing_track,"26-year-old with $145,000 in student debt can't afford Christmas. She's giving 'affordable gifts or combining gifts with my older sister'",699.884
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:40,chunk_count_track,3 Possible Opponents for CM Punk if He Returns to WWE at Survivor Series,1
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:40,document_indexing_track,3 Possible Opponents for CM Punk if He Returns to WWE at Survivor Series,459.844
MultiHopRAG-DocAwareHybridRAG-OpenRouter(openrouter)-NoGen-SemanticChunker_05-02_11-48,2026-02-05 11:48:42,chunk_count_track,41 Best Prime Day Apple Deals (2023),5
